,idhogar,parentesco1,Id,hhsize,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,SQBescolari,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,JM_Sum_of_Tablets,Total Sum Years of Schooling,JM_People_Educ_LT5,JM_People_Educ_LT10,JM_People_Educ_LT15,JM_People_Educ_LT20,JM_People_Educ_LT25,JM_1YrBehindSchool,JM_2YrBehindSchool,JM_3YrBehindSchool,JM_4YrBehindSchool,JM_5YrBehindSchool,JM_Sum_of_Disabled,JM_Sum_Of_Males,JM_Sum_Of_Females,JM_estadocivil1,JM_estadocivil2,JM_estadocivil3,JM_estadocivil4,JM_estadocivil5,JM_estadocivil6,JM_estadocivil7,JM_parentesco1,JM_parentesco2,JM_parentesco3,JM_parentesco4,JM_parentesco5,JM_parentesco6,JM_parentesco7,JM_parentesco8,JM_parentesco9,JM_parentesco10,JM_parentesco11,JM_parentesco12,JM_instlevel1,JM_instlevel2,JM_instlevel3,JM_instlevel4,JM_instlevel5,JM_instlevel6,JM_instlevel7,JM_instlevel8,JM_instlevel9,JM_mobilephone
1215,41f9a5a21,1,ID_d3b16fb72,6,,0,5,0,1,1,,0,3,3,0,3,3,0,6,6,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,3,0,6,yes,no,yes,9.333333,3,2.0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,1,0,1,36,0,9,4.0,1.0,87.11110699999999,0,41,1,4,6,6,6,1,0,0,0,0,0,3,3,0,2,0,0,0,0,4,1,1,4,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,6
1216,aaa5d14bb,1,ID_665e8792d,5,,0,5,0,1,1,,0,2,2,1,2,3,1,4,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,3,0,5,0.66666669,6,no,9.666667,3,1.6666666,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,0,36,25,36,4,2.7777777,0.44444448,93.44445,0,29,1,5,5,5,5,0,0,0,0,0,0,2,3,1,2,0,0,1,0,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,5
1217,fdff0dc28,1,ID_729f1ecf3,2,200000.0,0,5,0,1,1,,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,2,yes,no,16,25.0,3,0.66666669,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,256,4,0,1,0.44444448,1.0,625.0,0,25,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
1218,3b6773ca5,1,ID_bc4bddd4a,4,,0,5,0,1,1,1.0,0,2,2,0,2,2,0,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,4,no,no,6,7.0,3,1.3333334,1,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,36,16,0,0,1.7777778999999998,0.0,49.0,4,28,1,2,4,4,4,0,0,0,0,0,0,2,2,0,2,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,4
1219,7b1c24619,1,ID_b3d0784fc,2,,0,4,0,1,1,,0,1,1,0,1,1,0,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,2,2,8,6,no,6.0,2,1.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,36,4,36,0,1.0,64.0,36.0,0,12,0,2,2,2,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1220,d8a76ba18,1,ID_345cd32b7,4,,0,5,0,1,1,,0,0,0,2,2,4,2,2,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,1,0,4,3,no,10,10.0,3,1.3333334,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,100,16,0,9,1.7777778999999998,9.0,100.0,0,22,2,3,4,4,4,0,0,0,0,0,0,0,4,1,0,0,1,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,4
1221,02a3da971,1,ID_bf8a5c633,2,,0,5,0,1,1,,0,1,1,0,1,1,0,2,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,2,yes,no,6,6.0,3,0.66666669,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,36,4,0,0,0.44444448,1.0,36.0,0,12,0,2,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
1222,4dc11e11f,1,ID_e9e957298,3,,0,3,0,1,1,,0,1,1,0,2,2,0,3,3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,3,2,no,11,11.0,2,1.5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,121,9,0,4,2.25,4.0,121.0,0,25,0,2,3,3,3,1,1,0,0,0,1,1,2,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3
1223,72524240f,1,ID_fd6cc8def,2,,0,4,0,1,1,1.0,0,0,0,0,2,2,0,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,2,no,no,14,14.0,2,1.0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,196,4,0,0,1.0,0.0,196.0,2,28,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1224,697ae00b2,1,ID_75ece246a,7,,0,7,0,1,1,,1,2,3,1,3,4,2,5,7,7,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,3,0,7,1.3333334,no,8,6.666666499999999,4,1.75,1,0,0,0,0,0,1,7,1,0,0,0,0,0,1,0,64,49,0,16,3.0625,1.7777778999999998,44.444443,0,37,3,6,7,7,7,0,0,0,0,0,0,3,4,2,2,0,0,0,0,3,1,1,4,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,7
1225,8ae70fe13,1,ID_b6a37cb7d,3,357000.0,0,5,0,1,1,1.0,0,1,1,1,1,2,1,2,3,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,3,0.5,6,no,7.5,3,1.0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,36,9,36,1,1.0,0.25,56.25,3,15,1,3,3,3,3,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
1226,88d649447,1,ID_ae49790b8,3,180000.0,0,5,0,1,1,,0,2,2,0,1,1,0,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,3,no,no,3,6.666666499999999,3,1.0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,9,9,0,0,1.0,0.0,44.444443,0,20,1,2,3,3,3,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3
1227,72c73d9a6,1,ID_f0083f855,1,,0,5,0,1,1,,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,no,no,15,15.0,2,0.5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,225,1,0,0,0.25,0.0,225.0,0,15,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1228,04b0f3f3a,1,ID_1033ebe54,3,,0,7,0,1,1,,0,1,1,0,2,2,0,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,3,no,6,no,9.333333,4,0.75,1,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,36,9,36,0,0.5625,0.0,87.11110699999999,0,28,0,1,3,3,3,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3
1229,a935aa4c7,1,ID_4de3ada1e,4,130000.0,0,5,0,1,1,2.0,0,1,1,2,1,3,2,2,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,2,0,4,yes,16,no,16.5,3,1.3333334,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,256,16,256,4,1.7777778999999998,1.0,272.25,4,36,2,2,2,4,4,0,0,0,0,0,0,1,3,1,0,2,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,4
1230,1e1770683,1,ID_82bea53de,4,,0,4,0,1,1,1.0,0,2,2,1,1,2,1,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,2,0,4,yes,11,no,13.0,2,2.0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,121,16,121,4,4.0,1.0,169.0,4,35,1,2,3,4,4,0,0,0,0,0,0,2,2,1,0,0,1,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,4
1231,cd661cbbb,1,ID_4e2c4cec3,1,,0,5,0,1,1,,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,no,19,no,19.0,3,0.33333334,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,361,1,361,0,0.11111112,0.0,361.0,0,19,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1232,e045ad798,1,ID_19be3ecd2,2,,0,6,0,1,1,2.0,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,2,8,9,no,7.5,3,0.66666669,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,81,4,81,0,0.44444448,64.0,56.25,2,15,0,2,2,2,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
1233,95b2cc9c6,1,ID_edb1ea188,2,,0,6,0,1,1,,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,2,8,2,no,3.0,3,0.66666669,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,4,4,0,0.44444448,64.0,9.0,0,6,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
1234,31792456d,1,ID_47a7fa941,2,,0,6,0,1,1,,0,1,1,0,1,1,0,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,2,yes,2,no,4.0,4,0.5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,4,4,4,0,0.25,1.0,16.0,0,8,1,2,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1235,5ac44d68e,1,ID_d67489500,2,,0,3,0,1,1,,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,2,2,8,6,no,6.0,1,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36,4,36,0,4.0,64.0,36.0,0,12,0,2,2,2,2,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1236,873003a26,1,ID_3a4750bea,1,,0,3,0,1,0,,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,8,no,no,0.0,1,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.0,64.0,0.0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1237,1f89d80f0,1,ID_1a89e4ced,7,,0,5,0,1,1,,2,1,3,1,3,4,3,4,7,7,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,2,0,7,2.5,no,17,11.5,3,2.3333333,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,289,49,0,25,5.4444442,6.25,132.25,0,34,3,6,6,7,7,0,0,0,0,0,0,3,4,3,0,0,1,1,0,2,1,0,3,0,0,0,0,0,1,0,2,0,3,1,2,0,0,0,0,0,1,7
1238,737e34ec5,1,ID_2cb910634,3,,0,4,0,1,1,,1,1,2,0,1,1,1,2,3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,3,0.5,6,no,10.0,2,1.5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,36,9,36,1,2.25,0.25,100.0,0,20,1,2,3,3,3,0,0,0,0,0,0,2,1,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3
1239,594d3eb27,1,ID_3dfcf723c,6,,0,5,0,1,1,,2,1,3,1,2,3,3,3,6,6,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,3,1,6,2,6,no,7.666666499999999,3,2.0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,36,36,36,9,4.0,4.0,58.777775,0,27,3,5,6,6,6,0,0,0,0,0,0,3,3,3,0,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,3,1,2,2,0,1,0,0,0,0,6
1240,bb32e4d10,1,ID_3400fa92f,2,,0,3,0,1,1,,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,2,2,8,6,no,6.0,1,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,36,4,36,0,4.0,64.0,36.0,0,12,0,2,2,2,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1241,2bdd1ff0e,1,ID_e80fb652b,2,,0,6,0,1,1,,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,2,yes,16,no,15.0,3,0.66666669,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,256,4,256,0,0.44444448,1.0,225.0,0,30,0,0,1,2,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1242,f02c34403,1,ID_b455825d9,2,,0,6,0,1,1,,0,1,1,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,2,no,6,no,7.5,3,0.66666669,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,36,4,36,0,0.44444448,0.0,56.25,0,15,0,2,2,2,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
1243,137289c27,1,ID_56b07e8a0,2,,0,4,0,1,1,,0,1,1,0,1,1,0,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,2,no,no,7,9.0,2,1.0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,49,4,0,0,1.0,0.0,81.0,0,18,0,1,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
1244,f8bcb17ef,1,ID_1f4293cd8,5,,0,7,0,1,1,1.0,0,3,3,0,2,2,0,5,5,5,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,5,no,no,6,8.199999799999999,4,1.25,1,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,36,25,0,0,1.5625,0.0,67.239998,5,41,0,4,5,5,5,0,0,0,0,0,1,3,2,0,2,2,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,5
1245,009ae1cec,1,ID_34dcbf486,3,,0,4,0,1,1,,1,0,1,0,2,2,1,2,3,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,3,2,no,11,11.0,2,1.5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,121,9,0,4,2.25,4.0,121.0,0,21,1,2,3,3,3,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3
1246,8230d4e9c,1,ID_bce554d9d,1,,0,4,0,1,1,,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,no,no,yes,1.0,2,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0.25,0.0,1.0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1247,f4e7c6193,1,ID_e986429fd,2,,0,4,0,1,1,,0,2,2,0,0,0,0,2,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,2,yes,no,no,6.0,2,1.0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,4,0,1,1.0,1.0,36.0,0,6,1,2,2,2,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
1248,3c3b1ee5f,1,ID_8cf71807e,5,,0,4,0,1,1,,0,2,2,1,2,3,1,4,5,5,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,3,0,5,0.66666669,9,no,8.666667,2,2.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,81,25,81,4,6.25,0.44444448,75.111115,0,34,1,4,5,5,5,1,0,0,0,0,0,2,3,1,0,2,0,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,5
1249,37f048484,1,ID_32ba4e76c,5,,0,5,0,1,1,,0,3,3,0,2,2,0,5,5,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,3,0,5,0.66666669,6,no,9.333333,3,1.6666666,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,36,25,36,4,2.7777777,0.44444448,87.11110699999999,0,37,0,4,5,5,5,0,0,0,0,0,1,3,2,0,0,2,0,0,0,3,1,1,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,5
1250,07d417b1c,1,ID_2477cfac6,5,,0,6,0,1,1,1.0,1,2,3,0,2,2,1,4,5,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,3,0,5,0.66666669,no,11,8.333333,3,1.6666666,1,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,121,25,0,4,2.7777777,0.44444448,69.444443,5,30,1,4,5,5,5,0,0,0,0,0,0,3,2,1,0,2,0,0,1,1,1,0,1,0,1,2,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5
1251,6dadee391,1,ID_76174fb5f,5,,0,3,0,1,1,,1,0,1,1,3,4,2,3,5,5,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,2,0,5,1.5,no,10,11.0,2,2.5,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,100,25,0,9,6.25,2.25,121.0,0,30,2,3,5,5,5,0,0,0,0,0,1,1,4,2,0,0,0,0,0,3,1,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,5
1252,f95f4c3a5,1,ID_6b939f366,6,,0,4,0,1,1,,1,3,4,1,1,2,2,4,6,6,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,3,0,6,yes,9,no,10.0,2,3.0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,81,36,81,9,9.0,1.0,100.0,0,30,2,6,6,6,6,0,0,0,0,0,0,4,2,2,0,2,0,0,0,2,1,1,4,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,6
1253,288bdeaaf,1,ID_09eb64329,4,110000.0,0,5,0,1,1,1.0,0,1,1,1,2,3,1,3,4,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,2,0,4,yes,11,no,11.0,2,2.0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,121,16,121,4,4.0,1.0,121.0,4,27,1,2,4,4,4,0,0,0,0,0,0,1,3,1,0,2,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,4
